Date;FX_USD/PLN;FX_EUR/PLN;FX_CHF/PLN
2016-01-04;3.9281;4.2935;3.9526
2016-01-05;4.0073;4.3176;3.9792
2016-01-07;4.0085;4.3475;3.9979
2016-01-08;3.9963;4.3457;3.9922
2016-01-11;4.0085;4.3635;4.0159
2016-01-12;4.017;4.3621;4.017
2016-01-13;4.0068;4.3345;3.9782
2016-01-14;3.999;4.3605;3.98
2016-01-15;4.0411;4.4075;4.0284
2016-01-18;4.1133;4.4835;4.0945
2016-01-19;4.0917;4.449;4.0617
2016-01-20;4.0877;4.4659;4.0822
2016-01-21;4.1303;4.4987;4.1084
2016-01-22;4.1031;4.446;4.0644
2016-01-25;4.1346;4.472;4.0775
2016-01-26;4.1475;4.4961;4.0861
2016-01-27;4.1144;4.473;4.0516
2016-01-28;4.0872;4.4588;4.0265
2016-01-29;4.0723;4.4405;3.9949
2016-02-01;4.0638;4.4104;3.973
2016-02-02;4.0333;4.4015;3.952
2016-02-03;4.0325;4.4024;3.9642
2016-02-04;3.9492;4.4078;3.9431
2016-02-05;3.942;4.4135;3.9756
2016-02-08;3.9525;4.4185;3.9869
2016-02-09;3.9771;4.449;4.0447
2016-02-10;3.9383;4.4366;4.0445
2016-02-11;3.9219;4.4407;4.0541
2016-02-12;3.9074;4.4136;4.0089
2016-02-15;3.922;4.396;3.9935
2016-02-16;3.9404;4.4042;3.9938
2016-02-17;3.9431;4.3905;3.98
2016-02-18;3.9416;4.3902;3.9729
2016-02-19;3.9531;4.383;3.9714
2016-02-22;3.9391;4.3655;3.9668
2016-02-23;3.9671;4.3655;3.9835
2016-02-24;3.9803;4.372;4.0103
2016-02-25;3.9705;4.3739;4.0069
2016-02-26;3.9545;4.357;3.9888
2016-02-29;3.9935;4.3589;3.9922
2016-03-01;3.9924;4.3365;3.9909
2016-03-02;3.9861;4.3333;3.9933
2016-03-03;3.9805;4.325;3.9891
2016-03-04;3.9545;4.334;3.9822
2016-03-07;3.9515;4.3292;3.9532
2016-03-08;3.9333;4.3325;3.9664
2016-03-09;3.9395;4.3215;3.9468
2016-03-10;3.932;4.3131;3.9447
2016-03-11;3.8903;4.3226;3.9409
2016-03-14;3.847;4.2813;3.8983
2016-03-15;3.8649;4.2824;3.9107
2016-03-16;3.8749;4.298;3.9192
2016-03-17;3.8037;4.2989;3.9143
2016-03-18;3.7882;4.2705;3.9045
2016-03-21;3.7838;4.2603;3.8994
2016-03-22;3.8005;4.259;3.9104
2016-03-23;3.801;4.2533;3.8951
2016-03-24;3.824;4.2715;3.9201
2016-03-25;3.8174;4.263;3.9087
2016-03-29;3.8037;4.2535;3.9025
2016-03-30;3.7495;4.2445;3.889
2016-03-31;3.759;4.2684;3.904
2016-04-01;3.7193;4.2387;3.8722
2016-04-04;3.7254;4.2355;3.8771
2016-04-05;3.7337;4.2452;3.8915
2016-04-06;3.751;4.2577;3.9042
2016-04-07;3.7414;4.2601;3.9139
2016-04-08;3.7701;4.293;3.9423
2016-04-11;3.7587;4.2826;3.9344
2016-04-12;3.749;4.2867;3.942
2016-04-13;3.7771;4.2827;3.9343
2016-04-14;3.8174;4.3016;3.9511
2016-04-15;3.8176;4.3;3.9451
2016-04-18;3.801;4.2978;3.9395
2016-04-19;3.7925;4.2977;3.9354
2016-04-20;3.7842;4.3004;3.9352
2016-04-21;3.7981;4.2885;3.9102
2016-04-22;3.8399;4.3283;3.9302
2016-04-25;3.8962;4.386;3.9947
2016-04-26;3.8935;4.3978;4.0
2016-04-27;3.8793;4.3926;3.9896
2016-04-28;3.8695;4.394;4.002
2016-04-29;3.8738;4.4078;4.0215
2016-05-02;3.8195;4.3842;3.9844
2016-05-04;3.83;4.3992;4.0078
2016-05-05;3.8475;4.4003;4.0005
2016-05-06;3.8732;4.4236;4.0047
2016-05-09;3.873;4.4123;3.9961
2016-05-10;3.8853;4.4275;4.0001
2016-05-11;3.8855;4.4241;3.9877
2016-05-12;3.8811;4.4275;4.0008
2016-05-13;3.8775;4.4016;3.9944
2016-05-16;3.8625;4.3727;3.9577
2016-05-17;3.8508;4.361;3.9361
2016-05-18;3.9005;4.3937;3.966
2016-05-19;3.9161;4.396;3.9693
2016-05-20;3.9358;4.4163;3.9724
2016-05-23;3.9513;4.4293;3.9862
2016-05-24;3.9789;4.4482;4.0105
2016-05-25;3.9684;4.4238;4.0
2016-05-27;3.9393;4.4063;3.9795
2016-05-30;3.947;4.3945;3.9757
2016-05-31;3.9369;4.382;3.9701
2016-06-01;3.935;4.3895;3.9658
2016-06-02;3.9204;4.3944;3.9731
2016-06-03;3.9384;4.3913;3.9746
2016-06-06;3.8602;4.3835;3.9598
2016-06-07;3.8298;4.3533;3.9639
2016-06-08;3.815;4.3377;3.9554
2016-06-09;3.8126;4.3334;3.9703
2016-06-10;3.8545;4.3558;3.9941
2016-06-13;3.8943;4.39;4.036
2016-06-14;3.9483;4.4363;4.092
2016-06-15;3.9351;4.4155;4.075
2016-06-16;3.9469;4.4445;4.1058
2016-06-17;3.9412;4.4363;4.0942
2016-06-20;3.8724;4.3945;4.0355
2016-06-21;3.8741;4.3935;4.038
2016-06-22;3.8945;4.39;4.0597
2016-06-23;3.8593;4.3806;4.0383
2016-06-24;3.9994;4.4526;4.1028
2016-06-27;4.0263;4.4485;4.1358
2016-06-28;4.003;4.4244;4.0814
2016-06-29;3.9905;4.414;4.0712
2016-06-30;3.9803;4.4255;4.0677
2016-07-01;3.9548;4.3921;4.0547
2016-07-04;3.9886;4.4304;4.0884
2016-07-05;3.9963;4.4501;4.1165
2016-07-06;4.0225;4.4469;4.1042
2016-07-07;4.0036;4.438;4.0984
2016-07-08;4.0001;4.4295;4.0857
2016-07-11;4.006;4.417;4.0657
2016-07-12;3.9807;4.4224;4.0582
2016-07-13;3.9809;4.4016;4.0324
2016-07-14;3.9681;4.407;4.045
2016-07-15;3.9598;4.4121;4.0432
2016-07-18;3.9853;4.4032;4.0499
2016-07-19;3.9582;4.3811;4.028
2016-07-20;3.979;4.3776;4.0283
2016-07-21;3.9685;4.3706;4.018
2016-07-22;3.9504;4.3564;4.0072
2016-07-25;3.9697;4.36;4.0275
2016-07-26;3.9682;4.3694;4.0299
2016-07-27;3.9739;4.3695;3.9968
2016-07-28;3.9389;4.3736;4.0038
2016-07-29;3.9364;4.3684;4.0256
2016-08-01;3.904;4.3576;4.0313
2016-08-02;3.882;4.3484;4.019
2016-08-03;3.8516;4.3135;3.9776
2016-08-04;3.8588;4.2971;3.9628
2016-08-05;3.8542;4.2975;3.9592
2016-08-08;3.8706;4.2912;3.9423
2016-08-09;3.8482;4.2693;3.9148
2016-08-10;3.825;4.2632;3.9064
2016-08-11;3.8297;4.2674;3.9242
2016-08-12;3.8219;4.2626;3.9205
2016-08-16;3.7929;4.27;3.9295
2016-08-17;3.8075;4.2863;3.9525
2016-08-18;3.7826;4.2837;3.9476
2016-08-19;3.7905;4.2884;3.9596
2016-08-22;3.809;4.303;3.9555
2016-08-23;3.8061;4.3139;3.9619
2016-08-24;3.8174;4.3116;3.963
2016-08-25;3.819;4.3095;3.9575
2016-08-26;3.8328;4.327;3.9695
2016-08-29;3.8789;4.3395;3.9686
2016-08-30;3.8858;4.3395;3.9654
2016-08-31;3.9082;4.3555;3.9745
2016-09-01;3.9116;4.3607;3.9663
2016-09-02;3.9164;4.3796;3.9949
2016-09-05;3.8937;4.348;3.9786
2016-09-06;3.8869;4.3396;3.9658
2016-09-07;3.8515;4.3289;3.9727
2016-09-08;3.8255;4.3122;3.9502
2016-09-09;3.8385;4.3264;3.9444
2016-09-12;3.8668;4.346;3.9695
2016-09-13;3.8734;4.352;3.9844
2016-09-14;3.8716;4.3455;3.9578
2016-09-15;3.8587;4.3356;3.9575
2016-09-16;3.8497;4.3244;3.9548
2016-09-19;3.8586;4.3071;3.935
2016-09-20;3.8438;4.3019;3.935
2016-09-21;3.8601;4.3034;3.951
2016-09-22;3.8128;4.2856;3.933
2016-09-23;3.8328;4.2939;3.9495
2016-09-26;3.8324;4.3075;3.9596
2016-09-27;3.8227;4.2972;3.9418
2016-09-28;3.8264;4.2918;3.9398
2016-09-29;3.8354;4.3014;3.9479
2016-09-30;3.8558;4.312;3.9802
2016-10-03;3.8252;4.2976;3.9364
2016-10-04;3.8472;4.2984;3.9303
2016-10-05;3.8307;4.3014;3.9212
2016-10-06;3.8405;4.2974;3.9337
2016-10-07;3.8505;4.2853;3.9234
2016-10-10;3.8307;4.2835;3.9131
2016-10-11;3.8487;4.2767;3.9023
2016-10-12;3.8851;4.2825;3.924
2016-10-13;3.9164;4.3065;3.9576
2016-10-14;3.8965;4.2955;3.9457
2016-10-17;3.9265;4.3142;3.9709
2016-10-18;3.9148;4.3137;3.9613
2016-10-19;3.9285;4.3204;3.973
2016-10-20;3.9359;4.3189;3.9785
2016-10-21;3.98;4.33;4.0002
2016-10-24;3.969;4.3225;3.9933
2016-10-25;3.9543;4.3058;3.98
2016-10-26;3.9517;4.3178;3.9862
2016-10-27;3.976;4.3388;4.0039
2016-10-28;3.9696;4.3293;3.9927
2016-10-31;3.9488;4.3267;3.9953
2016-11-02;3.8954;4.3169;4.0066
2016-11-03;3.8965;4.3238;4.0067
2016-11-04;3.8862;4.3133;3.9888
2016-11-07;3.9132;4.3283;4.0029
2016-11-08;3.9169;4.3285;4.0159
2016-11-09;3.9305;4.3455;4.0164
2016-11-10;3.9856;4.3424;4.0351
2016-11-14;4.0805;4.3892;4.0998
2016-11-15;4.0837;4.4098;4.1046
2016-11-16;4.138;4.4345;4.1268
2016-11-17;4.1375;4.4386;4.1372
2016-11-18;4.1968;4.4484;4.1578
2016-11-21;4.1748;4.439;4.1345
2016-11-22;4.1507;4.4199;4.1152
2016-11-23;4.1588;4.4131;4.1111
2016-11-24;4.188;4.4261;4.1236
2016-11-25;4.1628;4.4106;4.1073
2016-11-28;4.1521;4.419;4.1094
2016-11-29;4.1827;4.4328;4.1235
2016-11-30;4.1721;4.4384;4.1159
2016-12-01;4.1987;4.462;4.1409
2016-12-02;4.215;4.4885;4.1705
2016-12-05;4.2213;4.4897;4.1639
2016-12-06;4.1825;4.5035;4.1551
2016-12-07;4.1268;4.4232;4.0852
2016-12-08;4.1107;4.4401;4.0917
2016-12-09;4.1772;4.4385;4.112
2016-12-12;4.209;4.4583;4.1422
2016-12-13;4.1905;4.4505;4.1344
2016-12-14;4.1768;4.4389;4.1302
2016-12-15;4.2329;4.4453;4.1334
2016-12-16;4.2296;4.4253;4.1152
2016-12-19;4.2255;4.4157;4.1185
2016-12-20;4.2493;4.4128;4.1289
2016-12-21;4.2484;4.418;4.1357
2016-12-22;4.2222;4.4089;4.1141
2016-12-23;4.2199;4.4126;4.117
2016-12-27;4.212;4.4022;4.0964
2016-12-28;4.226;4.4127;4.1083
2016-12-29;4.2161;4.4131;4.119
2016-12-30;4.1793;4.424;4.1173
