Date;FX_USD/PLN;FX_EUR/PLN;FX_CHF/PLN
2017-03-29;3.9265;4.236;3.9543
2017-03-30;3.9402;4.2292;3.9538
2017-03-31;3.9455;4.2198;3.9461
2017-04-03;3.9664;4.2327;3.9597
2017-04-04;3.989;4.2525;3.9804
2017-04-05;3.9783;4.2464;3.9684
2017-04-06;3.9792;4.2412;3.9575
2017-04-07;3.9755;4.2273;3.9519
2017-04-10;3.9956;4.2301;3.9591
2017-04-11;4.0009;4.2415;3.972
2017-04-12;4.0026;4.2505;3.9774
2017-04-13;3.9886;4.245;3.973
2017-04-14;3.9911;4.2395;3.9724
2017-04-18;3.98;4.2401;3.9688
2017-04-19;3.9571;4.2404;3.9669
2017-04-20;3.9588;4.2631;3.9788
2017-04-21;3.9841;4.2705;3.9921
2017-04-24;3.906;4.241;3.9267
2017-04-25;3.8873;4.2346;3.9092
2017-04-26;3.8757;4.2255;3.8982
2017-04-27;3.8776;4.2296;3.9056
2017-04-28;3.8696;4.217;3.8951
2017-05-02;3.8675;4.2226;3.8884
2017-05-04;3.863;4.2177;3.8914
2017-05-05;3.849;4.2176;3.8928
2017-05-08;3.8391;4.2059;3.8734
2017-05-09;3.8741;4.2253;3.8713
2017-05-10;3.8777;4.2155;3.8524
2017-05-11;3.8744;4.215;3.8446
2017-05-12;3.8837;4.22;3.8534
2017-05-15;3.8463;4.2096;3.8498
2017-05-16;3.7932;4.1902;3.8296
2017-05-17;3.7808;4.1912;3.839
2017-05-18;3.7926;4.22;3.8678
2017-05-19;3.7735;4.2069;3.8594
2017-05-22;3.7526;4.1907;3.8502
2017-05-23;3.7354;4.2018;3.8448
2017-05-24;3.7535;4.1985;3.8471
2017-05-25;3.7177;4.1796;3.8289
2017-05-26;3.7248;4.1803;3.8381
2017-05-29;3.7371;4.1794;3.8373
2017-05-30;3.7471;4.1739;3.8326
2017-05-31;3.7354;4.1737;3.8338
2017-06-01;3.7262;4.1834;3.8378
2017-06-02;3.7323;4.1882;3.8443
2017-06-05;3.7066;4.1781;3.8471
2017-06-06;3.725;4.1916;3.862
2017-06-07;3.7241;4.1943;3.8662
2017-06-08;3.74;4.2071;3.8693
2017-06-09;3.7465;4.1877;3.8566
2017-06-12;3.735;4.1927;3.8612
2017-06-13;3.7379;4.1921;3.8667
2017-06-14;3.7497;4.2025;3.8702
2017-06-16;3.7749;4.2181;3.8771
2017-06-19;3.7615;4.2112;3.8711
2017-06-20;3.7862;4.2248;3.8865
2017-06-21;3.809;4.2442;3.9104
2017-06-22;3.8002;4.2442;3.905
2017-06-23;3.7824;4.2255;3.8977
2017-06-26;3.7653;4.2117;3.8773
2017-06-27;3.7442;4.212;3.8719
2017-06-28;3.7249;4.2317;3.8782
2017-06-29;3.7122;4.2412;3.8791
2017-06-30;3.7062;4.2265;3.8667
2017-07-03;3.7196;4.2331;3.8735
2017-07-04;3.7372;4.2428;3.8752
2017-07-05;3.7471;4.2501;3.878
2017-07-06;3.7351;4.2388;3.8688
2017-07-07;3.7068;4.2337;3.8525
2017-07-10;3.716;4.2348;3.8521
2017-07-11;3.7235;4.2435;3.8446
2017-07-12;3.7034;4.2432;3.8442
2017-07-13;3.7133;4.2345;3.8515
2017-07-14;3.6986;4.2194;3.8162
2017-07-17;3.6767;4.2091;3.8148
2017-07-18;3.6469;4.2032;3.8088
2017-07-19;3.6486;4.2057;3.8256
2017-07-20;3.6604;4.2117;3.8276
2017-07-21;3.632;4.2311;3.8195
2017-07-24;3.6395;4.2413;3.8489
2017-07-25;3.6519;4.2559;3.8548
2017-07-26;3.6661;4.2611;3.8404
2017-07-27;3.6366;4.265;3.8116
2017-07-28;3.6406;4.2617;3.749
2017-07-31;3.6264;4.2545;3.7381
2017-08-01;3.5991;4.2548;3.7288
2017-08-02;3.5863;4.2515;3.7081
2017-08-03;3.5918;4.2538;3.7072
2017-08-04;3.5702;4.2423;3.6898
2017-08-07;3.5995;4.2469;3.7018
2017-08-08;3.6027;4.2541;3.7036
2017-08-09;3.6342;4.2638;3.7693
2017-08-10;3.6432;4.2709;3.772
2017-08-11;3.6449;4.2851;3.7975
2017-08-14;3.6278;4.2823;3.7559
2017-08-16;3.6435;4.2724;3.7403
2017-08-17;3.6258;4.2541;3.7569
2017-08-18;3.6459;4.2826;3.7931
2017-08-21;3.6408;4.2747;3.7641
2017-08-22;3.6334;4.2772;3.7623
2017-08-23;3.6274;4.2767;3.7459
2017-08-24;3.6329;4.2827;3.7639
2017-08-25;3.6112;4.26;3.7472
2017-08-28;3.5736;4.264;3.7501
2017-08-29;3.5372;4.2661;3.741
2017-08-30;3.5678;4.261;3.7326
2017-08-31;3.5822;4.2618;3.7184
2017-09-01;3.5693;4.2457;3.7134
2017-09-04;3.5718;4.257;3.735
2017-09-05;3.5642;4.2361;3.7128
2017-09-06;3.5538;4.2446;3.7263
2017-09-07;3.5511;4.2466;3.7256
2017-09-08;3.5239;4.2511;3.7194
2017-09-11;3.5293;4.2426;3.7201
2017-09-12;3.5552;4.2511;3.7152
2017-09-13;3.5627;4.2677;3.7119
2017-09-14;3.5984;4.2837;3.7206
2017-09-15;3.5863;4.2781;3.7332
2017-09-18;3.5881;4.2835;3.7376
2017-09-19;3.5821;4.293;3.7264
2017-09-20;3.5619;4.2769;3.7092
2017-09-21;3.5975;4.2863;3.7042
2017-09-22;3.5651;4.2746;3.6807
2017-09-25;3.5866;4.2698;3.6887
2017-09-26;3.6234;4.282;3.7368
2017-09-27;3.665;4.3012;3.7588
2017-09-28;3.6682;4.3166;3.7668
2017-09-29;3.6519;4.3091;3.7619
2017-10-02;3.6726;4.3137;3.7825
2017-10-03;3.6737;4.3105;3.7618
2017-10-04;3.6597;4.3025;3.7581
2017-10-05;3.6502;4.2985;3.7435
2017-10-06;3.6799;4.3042;3.7567
2017-10-09;3.6743;4.3121;3.7541
2017-10-10;3.6468;4.2952;3.7306
2017-10-11;3.6219;4.2836;3.7144
2017-10-12;3.6;4.2705;3.6969
2017-10-13;3.601;4.2603;3.6927
2017-10-16;3.6004;4.2449;3.6914
2017-10-17;3.5964;4.2313;3.6796
2017-10-18;3.6006;4.2293;3.6733
2017-10-19;3.5896;4.2381;3.6695
2017-10-20;3.5966;4.2452;3.6601
2017-10-23;3.6061;4.2359;3.6564
2017-10-24;3.6031;4.2382;3.6544
2017-10-25;3.6006;4.237;3.6293
2017-10-26;3.5939;4.2458;3.6318
2017-10-27;3.6568;4.252;3.6575
2017-10-30;3.643;4.2403;3.6515
2017-10-31;3.6529;4.2498;3.6603
2017-11-02;3.6366;4.2336;3.6368
2017-11-03;3.6408;4.2406;3.642
2017-11-06;3.6585;4.2449;3.6522
2017-11-07;3.6652;4.2397;3.6617
2017-11-08;3.6595;4.2423;3.6627
2017-11-09;3.6466;4.2308;3.6427
2017-11-10;3.6274;4.2299;3.6539
2017-11-13;3.6382;4.2352;3.6468
2017-11-14;3.6126;4.2332;3.6313
2017-11-15;3.5886;4.2487;3.6382
2017-11-16;3.5958;4.2346;3.6266
2017-11-17;3.5965;4.2419;3.6266
2017-11-20;3.5909;4.2351;3.6308
2017-11-21;3.606;4.2296;3.6313
2017-11-22;3.5881;4.2183;3.626
2017-11-23;3.5557;4.2108;3.6245
2017-11-24;3.5486;4.2116;3.616
2017-11-27;3.5276;4.2086;3.5972
2017-11-28;3.5382;4.2074;3.6005
2017-11-29;3.5385;4.1991;3.5971
2017-11-30;3.5543;4.2055;3.6008
2017-12-01;3.5352;4.2078;3.595
2017-12-04;3.5499;4.2082;3.6105
2017-12-05;3.5454;4.2024;3.5963
2017-12-06;3.5653;4.2154;3.6071
2017-12-07;3.5722;4.2115;3.6028
2017-12-08;3.5808;4.2026;3.5924
2017-12-11;3.5633;4.2038;3.5965
2017-12-12;3.5708;4.2077;3.6085
2017-12-13;3.588;4.2155;3.6186
2017-12-14;3.5716;4.2216;3.6144
2017-12-15;3.5786;4.2217;3.6227
2017-12-18;3.574;4.2134;3.6137
2017-12-19;3.5583;4.2011;3.6134
2017-12-20;3.5459;4.1975;3.5925
2017-12-21;3.5369;4.2018;3.5832
2017-12-22;3.5393;4.1935;3.5764
2017-12-27;3.5253;4.1909;3.5651
2017-12-28;3.5046;4.1815;3.5716
2017-12-29;3.4813;4.1709;3.5672
