Date,close_dax,close_dxy,close_eur_pln,close_sp_500,close_stoxx50e,close_usd_pln,close_wig
2018-01-03,12978.2099609375,92.16000366210938,4.162000179290772,2713.06005859375,3509.8798828125,3.450200080871582,63896.32
2018-01-04,13167.8896484375,91.8499984741211,4.146729946136475,2723.989990234375,3568.8798828125,3.453900098800659,65297.96
2018-01-05,13319.6396484375,91.9499969482422,4.14709997177124,2743.14990234375,3607.6298828125,3.436150074005127,65314.32
2018-01-08,13367.7802734375,92.33000183105467,4.150859832763672,2747.7099609375,3616.449951171875,3.4495599269866943,65805.97
2018-01-09,13385.58984375,92.52999877929688,4.17170000076294,2751.2900390625,3622.8701171875,3.4837300777435303,65404.37
2018-01-10,13281.33984375,92.33000183105467,4.189809799194336,2748.22998046875,3609.830078125,3.5132999420166016,64884.73
2018-01-11,13202.900390625,91.8499984741211,4.1734299659729,2767.56005859375,3595.239990234375,3.49180006980896,65379.88
2018-01-12,13245.0302734375,90.97000122070312,4.166600227355957,2786.239990234375,3612.610107421875,3.45959997177124,65465.65
2018-01-16,13246.330078125,90.38999938964844,4.170000076293945,2776.419921875,3622.010009765625,3.3991000652313232,66437.64
2018-01-17,13183.9599609375,90.54000091552734,4.170030117034912,2802.56005859375,3612.780029296875,3.399399995803833,66685.33
2018-01-18,13281.4296875,90.5,4.16457986831665,2798.030029296875,3620.909912109375,3.4188599586486816,66709.12
2018-01-19,13434.4501953125,90.56999969482422,4.160620212554932,2810.300048828125,3649.070068359375,3.3996400833129883,66897.08
2018-01-22,13463.6904296875,90.4000015258789,4.171899795532227,2832.969970703125,3665.280029296875,3.404230117797852,67308.69
2018-01-23,13559.599609375,90.12000274658205,4.1666998863220215,2839.1298828125,3672.2900390625,3.399800062179565,67529.39
2018-01-24,13414.740234375,89.20999908447266,4.164760112762451,2837.5400390625,3643.219970703125,3.383660078048706,67339.21
2018-01-25,13298.3603515625,89.38999938964844,4.152400016784668,2839.25,3630.14990234375,3.350640058517456,66561.79
2018-01-26,13340.169921875,89.06999969482422,4.142399787902832,2872.8701171875,3647.409912109375,3.3422598838806152,66861.37
2018-01-29,13324.48046875,89.30999755859375,4.130459785461426,2853.530029296875,3643.0400390625,3.325360059738159,66769.38
2018-01-30,13197.7099609375,89.19000244140625,4.1441497802734375,2822.429931640625,3606.75,3.347559928894043,66153.16
2018-01-31,13189.48046875,89.12999725341797,4.157199859619141,2823.81005859375,3609.2900390625,3.350359916687012,66048.17
2018-02-01,13003.900390625,88.66999816894531,4.150219917297363,2821.97998046875,3577.35009765625,3.342289924621582,65585.79
2018-02-02,12785.16015625,89.19999694824219,4.152090072631836,2762.1298828125,3523.280029296875,3.3202600479125977,65021.36
2018-02-05,12687.490234375,89.55000305175781,4.166510105133057,2648.93994140625,3478.77001953125,3.348059892654419,64685.64
2018-02-06,12392.66015625,89.58999633789062,4.158999919891357,2695.139892578125,3394.919921875,3.362420082092285,62527.37
2018-02-07,12590.4296875,90.26000213623048,4.155399799346924,2681.659912109375,3454.52001953125,3.356800079345703,63262.13
2018-02-08,12260.2900390625,90.2300033569336,4.169950008392334,2581.0,3377.300048828125,3.3991599082946777,62604.89
2018-02-09,12107.48046875,90.44000244140624,4.190229892730713,2619.550048828125,3325.989990234375,3.4181599617004395,61952.62
2018-02-12,12282.76953125,90.20999908447266,4.181779861450195,2656.0,3368.25,3.413140058517456,62602.34
